FirstName Surname Final
-----------------------------
Name1 Surname1 6.73333
Name100 Surname100 5.89333
Name1000 Surname1000 6.12
Name10000 Surname10000 5.46667
Name10004 Surname10004 5.34667
Name10006 Surname10006 8.14667
Name10015 Surname10015 5.08
Name10016 Surname10016 8.16
Name10017 Surname10017 6.68
Name10018 Surname10018 6.10667
Name1002 Surname1002 8.10667
Name10020 Surname10020 8.05333
Name10021 Surname10021 5.97333
Name10023 Surname10023 7.56
Name10026 Surname10026 5.01333
Name1003 Surname1003 8.02667
Name10031 Surname10031 8.30667
Name10032 Surname10032 6.33333
Name10033 Surname10033 8.26667
Name10034 Surname10034 6.78667
Name10035 Surname10035 8.04
Name10037 Surname10037 5.21333
Name10038 Surname10038 7.22667
Name10039 Surname10039 5.89333
Name10040 Surname10040 7.05333
Name10041 Surname10041 5.29333
Name10043 Surname10043 6.2
Name10046 Surname10046 8.13333
Name10048 Surname10048 7.41333
Name10049 Surname10049 7.01333
Name1005 Surname1005 7.64
Name10051 Surname10051 7.45333
Name10053 Surname10053 7.85333
Name10054 Surname10054 8.26667
Name10056 Surname10056 7.24
Name10057 Surname10057 5.48
Name10058 Surname10058 8.10667
Name10059 Surname10059 6.06667
Name10062 Surname10062 5.84
Name10063 Surname10063 7.89333
Name10064 Surname10064 5.32
Name10065 Surname10065 5.82667
Name10066 Surname10066 5.84
Name10069 Surname10069 6.98667
Name10071 Surname10071 5.86667
Name10072 Surname10072 7.53333
Name10074 Surname10074 6.77333
Name10076 Surname10076 5.76
Name10078 Surname10078 7.53333
Name10079 Surname10079 7.38667
Name10080 Surname10080 5.08
Name10081 Surname10081 6.82667
Name10082 Surname10082 7.61333
Name10083 Surname10083 5.33333
Name10084 Surname10084 7.13333
Name10085 Surname10085 5.24
Name10088 Surname10088 5.08
Name1009 Surname1009 6.24
Name10091 Surname10091 8.24
Name10092 Surname10092 6.38667
Name10093 Surname10093 6.54667
Name10094 Surname10094 7.66667
Name10096 Surname10096 6.49333
Name10097 Surname10097 8.10667
Name101 Surname101 6.05333
Name1010 Surname1010 6.62667
Name10101 Surname10101 7.44
Name10103 Surname10103 8.29333
Name10105 Surname10105 6.85333
Name10106 Surname10106 6.44
Name10108 Surname10108 7.72
Name10109 Surname10109 7.77333
Name1011 Surname1011 5.73333
Name10110 Surname10110 7.13333
Name10111 Surname10111 7.24
Name10112 Surname10112 8.34667
Name10113 Surname10113 8.09333
Name10115 Surname10115 6.64
Name10117 Surname10117 6.36
Name10118 Surname10118 7.50667
Name10119 Surname10119 8.61333
Name1012 Surname1012 7.12
Name10120 Surname10120 7.36
Name10121 Surname10121 8.16
Name10122 Surname10122 5.34667
Name10124 Surname10124 5.28
Name10126 Surname10126 6.13333
Name10127 Surname10127 5.53333
Name10128 Surname10128 6.52
Name10129 Surname10129 5.02667
Name10130 Surname10130 8.05333
Name10131 Surname10131 7.50667
Name10136 Surname10136 6.44
Name10137 Surname10137 6.12
Name10139 Surname10139 6.42667
Name1014 Surname1014 7.86667
Name10140 Surname10140 8.82667
Name10141 Surname10141 7.22667
Name10144 Surname10144 8.48
Name10146 Surname10146 6.64
Name10147 Surname10147 8.53333
Name1015 Surname1015 6.2
Name10150 Surname10150 6.74667
Name10151 Surname10151 6.30667
Name10152 Surname10152 6.53333
Name10153 Surname10153 7.09333
Name10157 Surname10157 5.94667
Name10158 Surname10158 6.98667
Name10160 Surname10160 5.05333
Name10162 Surname10162 7.42667
Name10163 Surname10163 8.32
Name10167 Surname10167 8.37333
Name10168 Surname10168 5
Name10169 Surname10169 7.36
Name10170 Surname10170 5.46667
Name10173 Surname10173 7.01333
Name10174 Surname10174 7.17333
Name10175 Surname10175 7.25333
Name10177 Surname10177 6.25333
Name10178 Surname10178 7.04
Name10179 Surname10179 7.09333
Name1018 Surname1018 5.10667
Name10181 Surname10181 7.45333
Name10182 Surname10182 7.77333
Name10185 Surname10185 6.56
Name10186 Surname10186 5.10667
Name10189 Surname10189 8.08
Name10190 Surname10190 5.57333
Name10191 Surname10191 8.29333
Name10192 Surname10192 5.97333
Name10194 Surname10194 5.68
Name10196 Surname10196 8.37333
Name10198 Surname10198 7.58667
Name10199 Surname10199 6.29333
Name10200 Surname10200 7.58667
Name10201 Surname10201 5.68
Name10203 Surname10203 6.06667
Name10204 Surname10204 8.02667
Name10206 Surname10206 5.94667
Name10208 Surname10208 6.61333
Name10210 Surname10210 6.52
Name10212 Surname10212 8.53333
Name10213 Surname10213 5.28
Name10215 Surname10215 8
Name10216 Surname10216 6.49333
Name10217 Surname10217 8.42667
Name10219 Surname10219 5.4
Name1022 Surname1022 5.42667
Name10220 Surname10220 7.94667
Name10224 Surname10224 6.72
Name10226 Surname10226 7.17333
Name10228 Surname10228 7.25333
Name1023 Surname1023 5.90667
Name10231 Surname10231 8.02667
Name10234 Surname10234 5.76
Name10235 Surname10235 7.73333
Name10236 Surname10236 6.34667
Name1024 Surname1024 8.66667
Name10240 Surname10240 5.32
Name10243 Surname10243 7.25333
Name10247 Surname10247 5.02667
Name1025 Surname1025 6.88
Name10250 Surname10250 7.24
Name10254 Surname10254 5.05333
Name10255 Surname10255 5.4
Name10258 Surname10258 7.28
Name10259 Surname10259 6.53333
Name10261 Surname10261 5.49333
Name10263 Surname10263 7.58667
Name10264 Surname10264 7.2
Name10265 Surname10265 5.33333
Name10267 Surname10267 6.6
Name10268 Surname10268 7.88
Name10269 Surname10269 6.38667
Name10270 Surname10270 6.12
Name10271 Surname10271 6.64
Name10274 Surname10274 6.46667
Name10275 Surname10275 7.65333
Name10277 Surname10277 5.13333
Name10278 Surname10278 6.6
Name1028 Surname1028 7.26667
Name10281 Surname10281 7.04
Name10282 Surname10282 6.17333
Name10283 Surname10283 6.93333
Name10284 Surname10284 8.72
Name10286 Surname10286 6.54667
Name10287 Surname10287 5.77333
Name10289 Surname10289 5.10667
Name1029 Surname1029 8.21333
Name10292 Surname10292 6.44
Name10296 Surname10296 5
Name10303 Surname10303 7.2
Name10306 Surname10306 7.12
Name10307 Surname10307 7.57333
Name10309 Surname10309 5.48
Name10310 Surname10310 8.53333
Name10311 Surname10311 5.94667
Name10312 Surname10312 6.10667
Name10313 Surname10313 6.36
Name10317 Surname10317 7.45333
Name10319 Surname10319 5.10667
Name1032 Surname1032 5.13333
Name10320 Surname10320 5.18667
Name10321 Surname10321 6.70667
Name10322 Surname10322 5.2
Name10326 Surname10326 7.76
Name10327 Surname10327 8.53333
Name10328 Surname10328 6.93333
Name10329 Surname10329 7.84
Name10332 Surname10332 8.18667
Name10333 Surname10333 6.46667
Name10335 Surname10335 8.45333
Name10336 Surname10336 7.16
Name10337 Surname10337 6.37333
Name10339 Surname10339 6.93333
Name1034 Surname1034 6.30667
Name10342 Surname10342 5.29333
Name10345 Surname10345 5.25333
Name10346 Surname10346 8.14667
Name10348 Surname10348 7.41333
Name1035 Surname1035 6.89333
Name10350 Surname10350 6.02667
Name10354 Surname10354 6.74667
Name10355 Surname10355 6.22667
Name10356 Surname10356 5.68
Name10357 Surname10357 8.18667
Name10358 Surname10358 8.16
Name10359 Surname10359 5.90667
Name1036 Surname1036 5.06667
Name10361 Surname10361 6.98667
Name10362 Surname10362 6.62667
Name10363 Surname10363 6.85333
Name10367 Surname10367 5.76
Name10369 Surname10369 5.46667
Name1037 Surname1037 8.32
Name10370 Surname10370 7.46667
Name10372 Surname10372 6.4
Name10373 Surname10373 7.45333
Name10377 Surname10377 5.05333
Name10379 Surname10379 8.53333
Name10380 Surname10380 6.46667
Name10382 Surname10382 7.37333
Name10383 Surname10383 5.02667
Name10384 Surname10384 6.54667
Name10386 Surname10386 5.78667
Name10387 Surname10387 6.42667
Name10389 Surname10389 5
Name1039 Surname1039 8.48
Name10390 Surname10390 6.8
Name10391 Surname10391 5.41333
Name10393 Surname10393 6.49333
Name10395 Surname10395 7.94667
Name10396 Surname10396 5.64
Name10398 Surname10398 6.93333
Name10399 Surname10399 6.54667
Name1040 Surname1040 5.37333
Name10400 Surname10400 5.86667
Name10402 Surname10402 5.33333
Name10404 Surname10404 7.42667
Name10405 Surname10405 7.22667
Name10406 Surname10406 5.62667
Name10407 Surname10407 6.54667
Name10408 Surname10408 5.92
Name10409 Surname10409 6.6
Name1041 Surname1041 5.94667
Name10410 Surname10410 7.58667
Name10413 Surname10413 6.36
Name10414 Surname10414 6.73333
Name10415 Surname10415 6.08
Name10416 Surname10416 5.53333
Name10418 Surname10418 8.08
Name10419 Surname10419 8.04
Name1042 Surname1042 6.42667
Name10420 Surname10420 8.36
Name10422 Surname10422 5.54667
Name10425 Surname10425 7.01333
Name10426 Surname10426 5.90667
Name10430 Surname10430 6.45333
Name10431 Surname10431 7.6
Name10434 Surname10434 8.13333
Name10436 Surname10436 7.28
Name10437 Surname10437 5.02667
Name10438 Surname10438 6.08
Name10439 Surname10439 5.05333
Name10441 Surname10441 5.16
Name10442 Surname10442 5.73333
Name10443 Surname10443 5.42667
Name10445 Surname10445 5.85333
Name10446 Surname10446 8.56
Name10447 Surname10447 8.05333
Name10450 Surname10450 5.4
Name10451 Surname10451 5
Name10452 Surname10452 5.76
Name10454 Surname10454 6.2
Name10455 Surname10455 5.14667
Name10459 Surname10459 6.41333
Name10460 Surname10460 7.08
Name10461 Surname10461 5.69333
Name10462 Surname10462 6.18667
Name10463 Surname10463 5.12
Name10464 Surname10464 6.90667
Name10465 Surname10465 7.16
Name10467 Surname10467 5.49333
Name10469 Surname10469 8.53333
Name1047 Surname1047 6.90667
Name10471 Surname10471 6.28
Name10472 Surname10472 7.42667
Name10474 Surname10474 8.10667
Name10475 Surname10475 7.92
Name10476 Surname10476 7.44
Name10477 Surname10477 5.17333
Name10478 Surname10478 7.93333
Name1048 Surname1048 6.09333
Name10480 Surname10480 8.37333
Name10482 Surname10482 7.58667
Name10483 Surname10483 6.26667
Name10484 Surname10484 6.24
Name10485 Surname10485 8.69333
Name10486 Surname10486 6.16
Name10488 Surname10488 5.36
Name1049 Surname1049 6.61333
Name10490 Surname10490 8.22667
Name10495 Surname10495 6.2
Name10497 Surname10497 5.76
Name10498 Surname10498 7.82667
Name105 Surname105 6.22667
Name10500 Surname10500 5.90667
Name10501 Surname10501 8.32
Name10502 Surname10502 5.50667
Name10503 Surname10503 8.42667
Name10504 Surname10504 5.49333
Name10505 Surname10505 5.76
Name10506 Surname10506 6.33333
Name10507 Surname10507 7.36
Name1051 Surname1051 6.62667
Name10510 Surname10510 6.56
Name10511 Surname10511 7.56
Name10512 Surname10512 7.05333
Name10513 Surname10513 6.58667
Name10515 Surname10515 7.76
