FirstName Surname Final
-----------------------------
Name100 Surname100 2.86667
Name1000 Surname1000 2.57333
Name1005 Surname1005 4.97333
Name1008 Surname1008 2.86667
Name1010 Surname1010 2.30667
Name1011 Surname1011 3.54667
Name1012 Surname1012 2.90667
Name1018 Surname1018 3.01333
Name1019 Surname1019 3.64
Name1020 Surname1020 2.78667
Name1022 Surname1022 4.50667
Name1026 Surname1026 3.97333
Name103 Surname103 3.57333
Name1030 Surname1030 4.94667
Name1032 Surname1032 4.90667
Name1035 Surname1035 4.8
Name1037 Surname1037 3.13333
Name1041 Surname1041 3.74667
Name1045 Surname1045 4.01333
Name1046 Surname1046 4.82667
Name1047 Surname1047 3.52
Name1048 Surname1048 2.97333
Name1051 Surname1051 3.33333
Name1052 Surname1052 4.81333
Name1055 Surname1055 4.70667
Name1056 Surname1056 3.98667
Name1058 Surname1058 3.26667
Name1059 Surname1059 2.6
Name1060 Surname1060 3.45333
Name1063 Surname1063 3.81333
Name1064 Surname1064 3.44
Name1065 Surname1065 4
Name1066 Surname1066 2.54667
Name107 Surname107 3
Name1072 Surname1072 2.6
Name1076 Surname1076 3.88
Name1078 Surname1078 3.98667
Name1079 Surname1079 3.44
Name1080 Surname1080 3.72
Name1084 Surname1084 3
Name1085 Surname1085 4.46667
Name1086 Surname1086 4.09333
Name1093 Surname1093 4.76
Name1094 Surname1094 4.25333
Name1096 Surname1096 3.32
Name110 Surname110 4.44
Name1101 Surname1101 3.89333
Name1103 Surname1103 4.29333
Name1109 Surname1109 4.37333
Name111 Surname111 3.77333
Name1111 Surname1111 3.37333
Name1112 Surname1112 4.46667
Name1113 Surname1113 3.54667
Name1117 Surname1117 4.85333
Name1119 Surname1119 2.76
Name112 Surname112 2.46667
Name1122 Surname1122 3.24
Name1124 Surname1124 4.04
Name1125 Surname1125 2.70667
Name1126 Surname1126 3.92
Name1129 Surname1129 2.94667
Name1131 Surname1131 4.73333
Name1133 Surname1133 4.42667
Name1134 Surname1134 3.98667
Name1135 Surname1135 3.42667
Name1136 Surname1136 3.41333
Name1137 Surname1137 4.61333
Name1139 Surname1139 4.2
Name1141 Surname1141 3.10667
Name1143 Surname1143 4.53333
Name1144 Surname1144 4.04
Name1145 Surname1145 3.90667
Name1148 Surname1148 4.37333
Name1149 Surname1149 4.58667
Name115 Surname115 4.37333
Name1151 Surname1151 2.6
Name1153 Surname1153 3.28
Name1154 Surname1154 3.85333
Name1156 Surname1156 3.45333
Name1157 Surname1157 4.22667
Name1161 Surname1161 2.65333
Name1163 Surname1163 2.6
Name1166 Surname1166 4.42667
Name1167 Surname1167 3.70667
Name1169 Surname1169 4.58667
Name1171 Surname1171 4.18667
Name1173 Surname1173 2.44
Name1174 Surname1174 3.54667
Name1177 Surname1177 4.64
Name1178 Surname1178 4.4
Name1181 Surname1181 3.77333
Name1185 Surname1185 3.82667
Name1186 Surname1186 3.41333
Name1188 Surname1188 4.86667
Name1190 Surname1190 4.94667
Name1192 Surname1192 2.76
Name1194 Surname1194 3.65333
Name1196 Surname1196 3.25333
Name1198 Surname1198 3.46667
Name120 Surname120 3.89333
Name1201 Surname1201 4.84
Name1204 Surname1204 4.56
Name1205 Surname1205 3.04
Name1207 Surname1207 3.30667
Name121 Surname121 2.65333
Name1210 Surname1210 3.54667
Name1211 Surname1211 3.93333
Name1212 Surname1212 2.98667
Name1213 Surname1213 4.38667
Name1215 Surname1215 2.76
Name1216 Surname1216 4.04
Name1218 Surname1218 4.97333
Name1220 Surname1220 3.90667
Name1223 Surname1223 4.29333
Name1226 Surname1226 2.46667
Name1227 Surname1227 4.41333
Name1230 Surname1230 4.09333
Name1231 Surname1231 2.88
Name1233 Surname1233 4.85333
Name1236 Surname1236 4.42667
Name1239 Surname1239 4.4
Name1240 Surname1240 4.25333
Name1245 Surname1245 3.33333
Name1248 Surname1248 3.09333
Name1251 Surname1251 4.93333
Name1252 Surname1252 3.89333
Name1255 Surname1255 3.44
Name126 Surname126 2.44
Name1260 Surname1260 3.77333
Name1262 Surname1262 3.08
Name1263 Surname1263 3.08
Name1267 Surname1267 2.88
Name1268 Surname1268 2.6
Name1269 Surname1269 2.52
Name1270 Surname1270 3.70667
Name1272 Surname1272 4.12
Name1275 Surname1275 3.22667
Name1279 Surname1279 3.22667
Name1285 Surname1285 3.73333
Name1286 Surname1286 3.04
Name1290 Surname1290 3.98667
Name1297 Surname1297 4.13333
Name1299 Surname1299 3.41333
Name130 Surname130 4.34667
Name1300 Surname1300 3.76
Name1303 Surname1303 2.96
Name1306 Surname1306 3.44
Name1309 Surname1309 4.42667
Name1310 Surname1310 4.42667
Name1313 Surname1313 2.22667
Name1316 Surname1316 4.66667
Name1317 Surname1317 2.98667
Name1319 Surname1319 3.46667
Name132 Surname132 4.37333
Name1320 Surname1320 3.41333
Name1321 Surname1321 3.17333
Name1322 Surname1322 2.76
Name1323 Surname1323 3.33333
Name1326 Surname1326 2.81333
Name1327 Surname1327 3.21333
Name133 Surname133 3.01333
Name1330 Surname1330 3.65333
Name1332 Surname1332 3.30667
Name1336 Surname1336 4.18667
Name1337 Surname1337 3.81333
Name134 Surname134 4.33333
Name1342 Surname1342 2.89333
Name135 Surname135 4.44
Name1351 Surname1351 4.8
Name1352 Surname1352 3
Name1354 Surname1354 4.69333
Name1358 Surname1358 3.01333
Name1361 Surname1361 4.93333
Name1365 Surname1365 4.8
Name1366 Surname1366 4.02667
Name1369 Surname1369 2.62667
Name1370 Surname1370 4.14667
Name1371 Surname1371 2.73333
Name1372 Surname1372 4.74667
Name1374 Surname1374 4.97333
Name1376 Surname1376 4.61333
Name1377 Surname1377 2.98667
Name1380 Surname1380 4.72
Name1387 Surname1387 3.69333
Name1390 Surname1390 2.49333
Name1392 Surname1392 4.32
Name1393 Surname1393 3.24
Name1394 Surname1394 4.64
Name1400 Surname1400 4.12
Name1401 Surname1401 4.08
Name1402 Surname1402 3.36
Name1405 Surname1405 2.49333
Name1406 Surname1406 2.46667
Name1408 Surname1408 3.16
Name1410 Surname1410 3.98667
Name1411 Surname1411 4.06667
Name1413 Surname1413 3.45333
Name1415 Surname1415 3.33333
Name142 Surname142 4.01333
Name1420 Surname1420 4.92
Name1423 Surname1423 4.24
Name143 Surname143 2.92
Name1430 Surname1430 3.05333
Name1432 Surname1432 4.41333
Name1433 Surname1433 4.81333
Name1435 Surname1435 2.86667
Name1437 Surname1437 2.54667
Name144 Surname144 2.76
Name1440 Surname1440 3.96
Name1441 Surname1441 4.45333
Name1442 Surname1442 3.96
Name1444 Surname1444 3.36
Name1445 Surname1445 2.70667
Name1446 Surname1446 3.6
Name1448 Surname1448 3.29333
Name1449 Surname1449 2.70667
Name145 Surname145 4.76
Name1450 Surname1450 4.33333
Name1451 Surname1451 3.24
Name1455 Surname1455 3.93333
Name1456 Surname1456 4.69333
Name1458 Surname1458 3.74667
Name1461 Surname1461 4.82667
Name1472 Surname1472 4.14667
Name1473 Surname1473 4
Name1474 Surname1474 2.70667
Name1475 Surname1475 3.36
Name1476 Surname1476 4.46667
Name1477 Surname1477 3.6
Name1482 Surname1482 2.78667
Name1483 Surname1483 3.28
Name1486 Surname1486 4.54667
Name1487 Surname1487 2.62667
Name1488 Surname1488 3.52
Name1490 Surname1490 4.52
Name1491 Surname1491 2.28
Name1494 Surname1494 4.01333
Name1495 Surname1495 2.54667
Name1498 Surname1498 4.52
Name1499 Surname1499 4.58667
Name15 Surname15 4.25333
Name1500 Surname1500 3.62667
Name1506 Surname1506 3.8
Name1508 Surname1508 3.96
Name1509 Surname1509 4.92
Name151 Surname151 4.97333
Name1511 Surname1511 3.69333
Name1513 Surname1513 3.28
Name1515 Surname1515 4.24
Name1516 Surname1516 4.41333
Name1518 Surname1518 4.88
Name1520 Surname1520 4.81333
Name1521 Surname1521 3.88
Name1522 Surname1522 3.36
Name1524 Surname1524 4.76
Name1533 Surname1533 3.36
Name1535 Surname1535 4.25333
Name1537 Surname1537 3.90667
Name1539 Surname1539 4.14667
Name154 Surname154 2.84
Name1540 Surname1540 4.81333
Name1543 Surname1543 2.36
Name1544 Surname1544 3.77333
Name1548 Surname1548 3.08
Name1549 Surname1549 3.73333
Name1551 Surname1551 4.56
Name1552 Surname1552 3.28
Name1553 Surname1553 4.25333
Name1555 Surname1555 3.02667
Name1557 Surname1557 4.22667
Name1559 Surname1559 4.42667
Name1564 Surname1564 4.06667
Name1566 Surname1566 3.41333
Name1572 Surname1572 3.76
Name1573 Surname1573 3.98667
Name1575 Surname1575 2.96
Name1576 Surname1576 3.93333
Name1578 Surname1578 4.04
Name1579 Surname1579 4.12
Name1583 Surname1583 4.37333
Name1584 Surname1584 3
Name1588 Surname1588 3.98667
Name159 Surname159 4.74667
Name1590 Surname1590 4.53333
Name1594 Surname1594 3.09333
Name1596 Surname1596 3.90667
Name1597 Surname1597 3.05333
Name1598 Surname1598 3.38667
Name1605 Surname1605 4.65333
Name1611 Surname1611 2.84
Name1613 Surname1613 2.78667
Name1614 Surname1614 2.86667
Name1619 Surname1619 4.72
Name162 Surname162 3.44
Name1620 Surname1620 3.28
Name1621 Surname1621 4.50667
Name1622 Surname1622 2.68
Name1625 Surname1625 3.90667
Name1626 Surname1626 2.89333
Name1627 Surname1627 4.13333
Name1628 Surname1628 4.72
Name1629 Surname1629 4.25333
Name163 Surname163 3.64
Name1630 Surname1630 2.81333
Name1632 Surname1632 3.86667
Name1637 Surname1637 2.54667
Name1638 Surname1638 4.52
Name1641 Surname1641 3.6
Name1642 Surname1642 4.89333
Name1643 Surname1643 4.85333
Name1645 Surname1645 4.88
Name1648 Surname1648 4.18667
Name1649 Surname1649 4.89333
Name1650 Surname1650 4.06667
Name1652 Surname1652 4.17333
Name1654 Surname1654 2.85333
Name1655 Surname1655 2.81333
Name1656 Surname1656 3.96
Name1662 Surname1662 3.05333
Name1667 Surname1667 4.56
Name1668 Surname1668 3.14667
Name1669 Surname1669 3.44
Name167 Surname167 4.74667
Name1674 Surname1674 3.01333
Name1685 Surname1685 2.38667
Name169 Surname169 3.57333
Name1691 Surname1691 4.72
Name1692 Surname1692 2.92
Name1694 Surname1694 4.64
Name1697 Surname1697 4.97333
Name17 Surname17 4.4
Name1701 Surname1701 4.69333
Name1703 Surname1703 2.86667
Name1705 Surname1705 2.6
Name1707 Surname1707 2.70667
Name1708 Surname1708 4.01333
Name1712 Surname1712 4.34667
Name1713 Surname1713 3.61333
Name1718 Surname1718 4.84
Name1719 Surname1719 4.50667
Name1722 Surname1722 4.42667
Name1723 Surname1723 4.50667
Name1726 Surname1726 2.28
Name1727 Surname1727 4.88
Name173 Surname173 4.82667
Name1731 Surname1731 2.6
Name1732 Surname1732 3.25333
Name1733 Surname1733 4.30667
Name1739 Surname1739 4.53333
Name1740 Surname1740 4.78667
Name1741 Surname1741 4.94667
Name1742 Surname1742 4.41333
Name1745 Surname1745 2.38667
Name1747 Surname1747 3.12
Name1748 Surname1748 4.61333
Name175 Surname175 3.04
Name1750 Surname1750 2.93333
Name1751 Surname1751 3.01333
Name1753 Surname1753 2.89333
Name1756 Surname1756 4.26667
Name1757 Surname1757 4.06667
Name1759 Surname1759 3.66667
Name176 Surname176 3.30667
Name1760 Surname1760 4.94667
Name1761 Surname1761 3.10667
Name1763 Surname1763 4.33333
Name1765 Surname1765 3.2
Name1766 Surname1766 3.54667
Name1767 Surname1767 3.13333
Name1768 Surname1768 4.72
Name177 Surname177 2.54667
Name1775 Surname1775 3.8
Name1783 Surname1783 4.92
Name1785 Surname1785 4.45333
Name1786 Surname1786 3.17333
Name179 Surname179 4.56
Name1793 Surname1793 4.34667
Name1794 Surname1794 4.45333
Name1800 Surname1800 4.29333
Name1801 Surname1801 4.29333
Name1807 Surname1807 4.49333
Name1808 Surname1808 2.86667
Name1809 Surname1809 3.82667
Name1810 Surname1810 3.28
Name1811 Surname1811 3.16
Name1812 Surname1812 4.21333
Name1813 Surname1813 4.29333
Name1815 Surname1815 4.24
Name182 Surname182 2.90667
Name1822 Surname1822 4.21333
Name1825 Surname1825 4.53333
Name1828 Surname1828 3.82667
Name1835 Surname1835 4.89333
Name1837 Surname1837 4.81333
Name1839 Surname1839 4.53333
Name1840 Surname1840 3.44
Name1842 Surname1842 3.14667
Name1844 Surname1844 4.02667
Name1847 Surname1847 3.18667
Name1848 Surname1848 2.52
Name1850 Surname1850 2.65333
Name1851 Surname1851 2.90667
Name1855 Surname1855 3.30667
Name1856 Surname1856 2.73333
Name1857 Surname1857 4.8
Name186 Surname186 4.50667
Name1864 Surname1864 4.66667
Name1869 Surname1869 2.92
