FirstName Surname Final
-----------------------------
Name1000 Surname1000 4.06667
Name101 Surname101 4.42667
Name11 Surname11 2.70667
Name110 Surname110 3.85333
Name111 Surname111 3.17333
Name114 Surname114 3.04
Name116 Surname116 4.85333
Name118 Surname118 4.49333
Name120 Surname120 3.38667
Name121 Surname121 4.50667
Name122 Surname122 4.69333
Name123 Surname123 4.09333
Name124 Surname124 4.2
Name126 Surname126 4.82667
Name127 Surname127 3.6
Name128 Surname128 2.6
Name13 Surname13 3.85333
Name131 Surname131 2.65333
Name132 Surname132 2.81333
Name134 Surname134 4.14667
Name138 Surname138 3.96
Name139 Surname139 3.09333
Name140 Surname140 3.54667
Name144 Surname144 2.6
Name150 Surname150 3.50667
Name152 Surname152 4.12
Name154 Surname154 4.12
Name156 Surname156 4.84
Name157 Surname157 2.65333
Name158 Surname158 2.65333
Name16 Surname16 2.66667
Name160 Surname160 3.61333
Name168 Surname168 4.56
Name170 Surname170 4.06667
Name173 Surname173 3.28
Name175 Surname175 2.97333
Name177 Surname177 4.14667
Name178 Surname178 4.90667
Name18 Surname18 4.86667
Name180 Surname180 3.17333
Name182 Surname182 3.69333
Name183 Surname183 3.29333
Name189 Surname189 4.78667
Name190 Surname190 3.2
Name199 Surname199 3.44
Name2 Surname2 3.49333
Name201 Surname201 4.45333
Name202 Surname202 3.12
Name203 Surname203 3.88
Name204 Surname204 2.65333
Name205 Surname205 3.18667
Name207 Surname207 3.89333
Name213 Surname213 3.18667
Name217 Surname217 4.93333
Name219 Surname219 2.94667
Name220 Surname220 3
Name221 Surname221 3.70667
Name224 Surname224 4.01333
Name227 Surname227 4.01333
Name232 Surname232 2.70667
Name236 Surname236 4.8
Name237 Surname237 3.02667
Name239 Surname239 4.66667
Name24 Surname24 4.21333
Name240 Surname240 3.90667
Name243 Surname243 3.64
Name246 Surname246 2.73333
Name248 Surname248 3.8
Name251 Surname251 3.13333
Name254 Surname254 3.33333
Name256 Surname256 4.82667
Name258 Surname258 4.24
Name259 Surname259 3.69333
Name26 Surname26 3.62667
Name261 Surname261 4.74667
Name27 Surname27 4.94667
Name270 Surname270 4.17333
Name271 Surname271 2.89333
