FirstName Surname Final
-----------------------------
Name10 Surname10 6.58667
Name1000 Surname1000 6.54667
Name10000 Surname10000 5.02667
Name10001 Surname10001 7.38667
Name10003 Surname10003 7.8
Name10005 Surname10005 8.05333
Name10007 Surname10007 6.01333
Name10009 Surname10009 7.53333
Name1001 Surname1001 7.41333
Name10010 Surname10010 6.82667
Name10011 Surname10011 5.46667
Name10013 Surname10013 7.17333
Name10015 Surname10015 7.53333
Name10016 Surname10016 7.93333
Name10019 Surname10019 5.30667
Name1002 Surname1002 6.09333
Name10021 Surname10021 8.21333
Name10022 Surname10022 8.48
Name10023 Surname10023 5.76
Name10024 Surname10024 7.26667
Name10025 Surname10025 8.02667
Name10027 Surname10027 5.89333
Name10028 Surname10028 5.84
Name1003 Surname1003 6.38667
Name10030 Surname10030 8.17333
Name10033 Surname10033 7.09333
Name10034 Surname10034 7.12
Name10036 Surname10036 7.41333
Name10038 Surname10038 7.46667
Name1004 Surname1004 5.4
Name10040 Surname10040 7.24
Name10044 Surname10044 5.44
Name10045 Surname10045 8.29333
Name10047 Surname10047 6.02667
Name10048 Surname10048 8.56
Name10050 Surname10050 7.53333
Name10053 Surname10053 7.88
Name10055 Surname10055 5.82667
Name10056 Surname10056 6.96
Name10057 Surname10057 5.54667
Name10058 Surname10058 7.61333
Name10059 Surname10059 6.53333
Name10060 Surname10060 5.50667
Name10062 Surname10062 8.64
Name10063 Surname10063 6.46667
Name10064 Surname10064 7.50667
Name10065 Surname10065 5.44
Name10073 Surname10073 6.54667
Name10074 Surname10074 5.57333
Name10076 Surname10076 5.54667
Name10077 Surname10077 7.61333
Name10078 Surname10078 7.66667
Name10079 Surname10079 7.69333
Name1008 Surname1008 5.05333
Name10080 Surname10080 5.52
Name10082 Surname10082 8.16
Name10083 Surname10083 6.98667
Name10086 Surname10086 5.21333
Name10087 Surname10087 6.96
Name10088 Surname10088 8.05333
Name1009 Surname1009 5.58667
Name10090 Surname10090 6.33333
Name10092 Surname10092 6.09333
Name10093 Surname10093 5.52
Name10094 Surname10094 8.02667
Name10095 Surname10095 8.18667
Name10096 Surname10096 5.56
Name10097 Surname10097 5.52
Name10099 Surname10099 6.54667
Name101 Surname101 5.94667
Name10101 Surname10101 5.54667
Name10102 Surname10102 5.96
Name10104 Surname10104 8.45333
Name10106 Surname10106 6.22667
Name10108 Surname10108 5.44
Name10109 Surname10109 7.54667
Name10110 Surname10110 6.8
Name10111 Surname10111 8.18667
Name10113 Surname10113 6.44
Name10115 Surname10115 8.2
Name10116 Surname10116 5.57333
Name10117 Surname10117 6.33333
Name10119 Surname10119 7.09333
Name1012 Surname1012 7.44
Name10120 Surname10120 7.64
Name10121 Surname10121 6.84
Name10122 Surname10122 7.08
Name10124 Surname10124 5.08
Name10128 Surname10128 7.58667
Name10129 Surname10129 6.44
Name1013 Surname1013 7.58667
Name10130 Surname10130 5.57333
Name10131 Surname10131 6.2
Name10133 Surname10133 8.50667
Name10135 Surname10135 6.10667
Name10136 Surname10136 7.84
Name10137 Surname10137 5.97333
Name10138 Surname10138 5.16
