FirstName Surname Final
-----------------------------
Name1004 Surname1004 3.92
Name1005 Surname1005 3.65333
Name101 Surname101 4.53333
Name1010 Surname1010 2.46667
Name1011 Surname1011 3.88
Name1012 Surname1012 4.72
Name102 Surname102 3.49333
Name1020 Surname1020 2.86667
Name1023 Surname1023 4.82667
Name103 Surname103 3.05333
Name1030 Surname1030 3.64
Name1031 Surname1031 4.82667
Name1032 Surname1032 2.84
Name1033 Surname1033 4.22667
Name1034 Surname1034 4.2
Name1045 Surname1045 4.69333
Name1047 Surname1047 3.46667
Name1048 Surname1048 3.08
Name1049 Surname1049 3.38667
Name105 Surname105 4.77333
Name1054 Surname1054 4.12
Name1055 Surname1055 2.2
Name1057 Surname1057 2.41333
Name1059 Surname1059 3.42667
Name1065 Surname1065 4.13333
Name1066 Surname1066 3.12
Name107 Surname107 4.04
Name1071 Surname1071 4.81333
Name1073 Surname1073 3.84
Name1075 Surname1075 4.96
Name1077 Surname1077 4.09333
Name1078 Surname1078 2.86667
Name1081 Surname1081 3.44
Name1082 Surname1082 4.37333
Name1083 Surname1083 3.57333
Name1085 Surname1085 2.81333
Name1086 Surname1086 4.64
Name109 Surname109 4.57333
Name1090 Surname1090 4.48
Name1093 Surname1093 4.01333
Name1095 Surname1095 3.28
Name1097 Surname1097 4.38667
Name11 Surname11 4.44
Name110 Surname110 3.62667
Name1100 Surname1100 2.90667
Name1103 Surname1103 2.49333
Name1106 Surname1106 3.44
Name1107 Surname1107 4.74667
Name1108 Surname1108 4.52
Name1109 Surname1109 4.97333
Name1112 Surname1112 2.78667
Name1113 Surname1113 2.52
Name1114 Surname1114 4.05333
Name1117 Surname1117 3.8
Name112 Surname112 4.86667
Name1120 Surname1120 4.4
Name1124 Surname1124 3.49333
Name1125 Surname1125 3.41333
Name1128 Surname1128 4.45333
Name1132 Surname1132 4.42667
Name1135 Surname1135 2.92
Name1136 Surname1136 4.72
Name1141 Surname1141 3.74667
Name1147 Surname1147 4.61333
Name1148 Surname1148 4.85333
Name1150 Surname1150 3.44
Name1153 Surname1153 4.97333
Name1155 Surname1155 2.81333
Name1156 Surname1156 4.09333
Name1157 Surname1157 3.6
Name116 Surname116 3.33333
Name1163 Surname1163 3.45333
Name1164 Surname1164 3.25333
Name1166 Surname1166 3.98667
Name1168 Surname1168 2.73333
Name1169 Surname1169 2.70667
Name1172 Surname1172 3.41333
Name1173 Surname1173 3.61333
Name1175 Surname1175 3.96
Name1176 Surname1176 4.45333
Name1177 Surname1177 3.74667
Name118 Surname118 3.62667
Name1180 Surname1180 3.33333
Name1181 Surname1181 2.54667
Name1184 Surname1184 4.36
Name1186 Surname1186 3.68
Name1187 Surname1187 2.36
Name1188 Surname1188 4.82667
Name1192 Surname1192 4.89333
Name1193 Surname1193 3.32
Name1194 Surname1194 2.94667
Name1195 Surname1195 3.44
Name1196 Surname1196 3.78667
Name12 Surname12 3.68
Name120 Surname120 3.22667
Name1202 Surname1202 3.81333
Name1203 Surname1203 3.62667
Name1205 Surname1205 3.82667
Name1209 Surname1209 4.32
Name1210 Surname1210 3.85333
Name1211 Surname1211 3.28
Name1214 Surname1214 2.6
Name1217 Surname1217 4.65333
Name1218 Surname1218 2.36
Name1219 Surname1219 4.22667
Name122 Surname122 2.81333
Name1221 Surname1221 4.92
Name1223 Surname1223 4.13333
Name1224 Surname1224 4.69333
Name1225 Surname1225 3.06667
Name1227 Surname1227 4.50667
Name1229 Surname1229 4.28
Name1230 Surname1230 3.97333
Name1231 Surname1231 2.73333
Name1233 Surname1233 2.73333
Name1237 Surname1237 3.24
Name1238 Surname1238 4.22667
Name124 Surname124 2.6
Name1241 Surname1241 4.14667
Name1247 Surname1247 4.04
Name1248 Surname1248 4.08
Name1249 Surname1249 4.06667
Name1253 Surname1253 3.93333
Name1254 Surname1254 4.06667
Name1256 Surname1256 3.4
Name126 Surname126 4.02667
Name1260 Surname1260 4.8
Name1265 Surname1265 4.26667
Name127 Surname127 2.86667
Name1270 Surname1270 3.36
Name1272 Surname1272 3.77333
Name1276 Surname1276 3.10667
Name1277 Surname1277 2.17333
Name1281 Surname1281 2.90667
Name1282 Surname1282 4.26667
Name1283 Surname1283 4.74667
Name1284 Surname1284 3.85333
Name1287 Surname1287 2.78667
Name1288 Surname1288 3.88
Name1289 Surname1289 2.86667
Name1291 Surname1291 3.30667
Name1292 Surname1292 4.50667
Name1293 Surname1293 4.78667
Name1295 Surname1295 3.73333
Name1296 Surname1296 4.72
Name1297 Surname1297 2.97333
Name1299 Surname1299 2.49333
Name1302 Surname1302 3.50667
Name1304 Surname1304 2.66667
Name1308 Surname1308 3.76
Name131 Surname131 4.12
Name1314 Surname1314 4.54667
Name1317 Surname1317 3.77333
Name1323 Surname1323 3.68
Name1326 Surname1326 3.76
Name133 Surname133 4.8
Name1332 Surname1332 4.4
Name1333 Surname1333 4.14667
Name1334 Surname1334 3.57333
Name1337 Surname1337 4.69333
Name1340 Surname1340 4.37333
Name1342 Surname1342 3.17333
Name1344 Surname1344 4.76
Name1347 Surname1347 4.13333
Name1348 Surname1348 4.82667
Name135 Surname135 3.12
Name1352 Surname1352 4.37333
Name1358 Surname1358 3.70667
Name1359 Surname1359 2.68
Name136 Surname136 4.85333
Name1360 Surname1360 3.34667
Name1368 Surname1368 4.16
Name1369 Surname1369 3.82667
Name1371 Surname1371 4.88
Name1372 Surname1372 4.88
Name1377 Surname1377 3.14667
Name1378 Surname1378 4.61333
Name1383 Surname1383 4.94667
Name1385 Surname1385 3
Name1387 Surname1387 4.42667
Name1389 Surname1389 3.10667
Name139 Surname139 4
Name1390 Surname1390 3.41333
Name1391 Surname1391 2.78667
Name1395 Surname1395 2.92
Name1397 Surname1397 3.05333
Name140 Surname140 3.52
Name1400 Surname1400 4.34667
Name1405 Surname1405 3.06667
Name141 Surname141 2.46667
Name1410 Surname1410 3.33333
Name1413 Surname1413 4.28
Name1414 Surname1414 4.84
