FirstName Surname Final
-----------------------------
Name1 Surname1 7.13333
Name10 Surname10 5.02667
Name10000 Surname10000 5.73333
Name1001 Surname1001 7.33333
Name1002 Surname1002 6
Name1003 Surname1003 7.52
Name1004 Surname1004 8.05333
Name1006 Surname1006 7.81333
Name1007 Surname1007 8.37333
Name1009 Surname1009 7.33333
Name101 Surname101 7.16
Name1013 Surname1013 7.24
Name1014 Surname1014 6
Name1015 Surname1015 5.89333
Name1016 Surname1016 7.06667
Name1017 Surname1017 6.76
Name102 Surname102 7.33333
Name1021 Surname1021 5.45333
Name1023 Surname1023 7.09333
Name1024 Surname1024 5.08
Name1025 Surname1025 6.41333
Name1027 Surname1027 6.88
Name1028 Surname1028 7.92
Name1029 Surname1029 7.45333
Name1031 Surname1031 7.30667
Name1033 Surname1033 6.38667
Name1034 Surname1034 8.77333
Name1036 Surname1036 5.54667
Name1038 Surname1038 8.56
Name1039 Surname1039 6.85333
Name104 Surname104 6.52
Name1040 Surname1040 7.77333
Name1042 Surname1042 8.64
Name1043 Surname1043 7.09333
Name1044 Surname1044 6.57333
Name1049 Surname1049 6.70667
Name105 Surname105 8.37333
Name1050 Surname1050 7.72
Name1053 Surname1053 7.09333
Name1054 Surname1054 8.34667
Name1057 Surname1057 5.54667
Name106 Surname106 8.61333
Name1061 Surname1061 5.26667
Name1062 Surname1062 7.52
Name1067 Surname1067 6.76
Name1068 Surname1068 6.17333
Name1069 Surname1069 7.38667
Name1070 Surname1070 7.77333
Name1071 Surname1071 6.66667
Name1073 Surname1073 5.6
Name1074 Surname1074 5.17333
Name1075 Surname1075 7.93333
Name1077 Surname1077 7.12
Name108 Surname108 6.2
Name1081 Surname1081 7.81333
Name1082 Surname1082 5.29333
Name1083 Surname1083 5.62667
Name1087 Surname1087 5.86667
Name1088 Surname1088 7.69333
Name1089 Surname1089 7.70667
Name109 Surname109 7.92
Name1090 Surname1090 6.62667
Name1091 Surname1091 5.6
Name1092 Surname1092 5.44
Name1095 Surname1095 7.76
Name1097 Surname1097 7.33333
Name1098 Surname1098 6.25333
Name1099 Surname1099 7.24
Name11 Surname11 5.44
Name1100 Surname1100 6.82667
Name1102 Surname1102 8.4
Name1104 Surname1104 5.42667
Name1105 Surname1105 7.62667
Name1106 Surname1106 5.4
Name1107 Surname1107 6.52
