FirstName Surname Final
-----------------------------
Name1 Surname1 4.37333
Name10 Surname10 4.62667
Name100 Surname100 4.77333
Name103 Surname103 4.06667
Name106 Surname106 3.12
Name112 Surname112 4.76
Name116 Surname116 2.97333
Name117 Surname117 3.77333
Name118 Surname118 4.50667
Name120 Surname120 3.10667
Name121 Surname121 4.17333
Name122 Surname122 3.89333
Name129 Surname129 2.92
Name13 Surname13 3.41333
Name130 Surname130 4.88
Name14 Surname14 4.50667
Name140 Surname140 2.57333
Name141 Surname141 4.49333
Name142 Surname142 2.33333
Name144 Surname144 3.21333
Name145 Surname145 4.17333
Name146 Surname146 4.84
Name147 Surname147 3.28
Name148 Surname148 3.38667
Name151 Surname151 2.49333
Name154 Surname154 4.2
Name16 Surname16 2.68
Name164 Surname164 4.56
Name165 Surname165 3.70667
Name166 Surname166 3.49333
Name167 Surname167 3.44
Name17 Surname17 2.70667
Name170 Surname170 3.05333
Name174 Surname174 3.84
Name179 Surname179 4.01333
Name181 Surname181 3.77333
Name185 Surname185 3.90667
Name186 Surname186 4.36
Name189 Surname189 4.04
Name19 Surname19 2.92
Name192 Surname192 3.96
Name193 Surname193 4.92
Name194 Surname194 3.2
Name203 Surname203 3.92
Name205 Surname205 2.6
Name211 Surname211 3.90667
Name216 Surname216 4.37333
Name219 Surname219 4.50667
Name22 Surname22 3.78667
Name220 Surname220 3.14667
Name221 Surname221 3.49333
Name222 Surname222 4.85333
Name224 Surname224 3.28
Name225 Surname225 3.88
Name227 Surname227 2.68
Name233 Surname233 4.05333
Name235 Surname235 3
Name237 Surname237 2.68
Name238 Surname238 4.01333
Name239 Surname239 3.17333
Name244 Surname244 3.30667
Name246 Surname246 3.14667
Name250 Surname250 4.90667
Name255 Surname255 2.65333
Name256 Surname256 3.50667
Name257 Surname257 4.02667
Name259 Surname259 3.73333
Name265 Surname265 3.86667
Name267 Surname267 4.10667
Name268 Surname268 4.64
Name269 Surname269 3.88
Name27 Surname27 3.74667
Name270 Surname270 4.69333
Name274 Surname274 2.6
