FirstName           Surname                 Final
--------------------------------------------------
Name100             Surname100                7.77
Name1000            Surname1000               5.03
Name10001           Surname10001              6.47
Name10002           Surname10002              6.84
Name10003           Surname10003              8.21
Name10007           Surname10007              7.63
Name10009           Surname10009              7.20
Name1001            Surname1001               6.57
Name10010           Surname10010              6.97
Name10012           Surname10012              5.32
Name10015           Surname10015              6.85
Name10018           Surname10018              7.04
Name10020           Surname10020              6.83
Name10021           Surname10021              6.43
Name10022           Surname10022              7.80
Name10024           Surname10024              5.27
Name10026           Surname10026              7.80
Name10030           Surname10030              5.68
Name10031           Surname10031              6.33
Name10034           Surname10034              7.85
Name10036           Surname10036              7.43
Name10038           Surname10038              5.49
Name1004            Surname1004               7.51
Name10040           Surname10040              8.45
Name10041           Surname10041              6.57
Name10042           Surname10042              5.87
Name10048           Surname10048              7.48
Name10051           Surname10051              7.59
Name10053           Surname10053              5.64
Name10054           Surname10054              5.19
Name10055           Surname10055              7.17
Name10058           Surname10058              6.77
Name10059           Surname10059              5.52
Name1006            Surname1006               6.39
Name10060           Surname10060              6.28
Name10061           Surname10061              7.75
Name10063           Surname10063              8.29
Name10064           Surname10064              7.95
Name10065           Surname10065              5.23
Name10069           Surname10069              6.61
Name10071           Surname10071              6.00
Name10072           Surname10072              8.29
Name10073           Surname10073              5.07
Name10078           Surname10078              6.31
Name10079           Surname10079              5.65
Name1008            Surname1008               7.44
Name10080           Surname10080              5.96
Name10081           Surname10081              8.59
Name10082           Surname10082              6.28
Name10084           Surname10084              5.07
Name10085           Surname10085              5.51
Name10086           Surname10086              7.79
Name10087           Surname10087              6.12
Name10088           Surname10088              6.57
Name10089           Surname10089              6.99
Name1009            Surname1009               6.91
Name10092           Surname10092              6.31
Name10094           Surname10094              6.08
Name1010            Surname1010               6.23
Name10101           Surname10101              5.24
Name10102           Surname10102              6.20
Name10103           Surname10103              6.41
Name10105           Surname10105              7.39
Name10109           Surname10109              5.16
Name1011            Surname1011               5.61
Name10110           Surname10110              6.29
Name10112           Surname10112              5.71
Name10114           Surname10114              5.40
Name10115           Surname10115              5.45
Name10117           Surname10117              8.03
Name10119           Surname10119              7.29
Name1012            Surname1012               6.87
Name10123           Surname10123              7.29
Name10124           Surname10124              8.40
Name10129           Surname10129              7.36
Name1013            Surname1013               5.17
Name10131           Surname10131              5.35
Name10132           Surname10132              6.85
Name10133           Surname10133              8.67
Name10136           Surname10136              6.49
Name10137           Surname10137              7.81
Name10138           Surname10138              8.09
Name1014            Surname1014               5.16
Name10140           Surname10140              7.57
Name10141           Surname10141              6.16
Name10143           Surname10143              5.24
Name10144           Surname10144              5.84
Name10146           Surname10146              7.13
Name10148           Surname10148              7.01
Name10149           Surname10149              6.47
Name1015            Surname1015               8.13
Name10150           Surname10150              7.43
Name10151           Surname10151              6.36
Name10158           Surname10158              6.69
Name10159           Surname10159              5.41
Name10160           Surname10160              8.16
Name10162           Surname10162              5.24
Name10163           Surname10163              5.24
Name10168           Surname10168              6.57
Name10169           Surname10169              6.73
Name1017            Surname1017               8.51
Name10170           Surname10170              6.84
Name10171           Surname10171              7.37
Name10172           Surname10172              8.48
Name10173           Surname10173              6.12
Name10174           Surname10174              5.52
Name10175           Surname10175              7.25
Name10178           Surname10178              7.69
Name10180           Surname10180              6.52
Name10181           Surname10181              7.24
Name10184           Surname10184              5.40
Name10185           Surname10185              6.63
Name10186           Surname10186              7.31
Name10187           Surname10187              6.11
Name10189           Surname10189              7.13
Name10192           Surname10192              5.05
Name10193           Surname10193              6.05
Name10194           Surname10194              6.55
Name10196           Surname10196              7.24
Name10198           Surname10198              7.96
Name10199           Surname10199              8.09
Name102             Surname102                8.15
Name1020            Surname1020               5.61
Name10201           Surname10201              8.35
Name10202           Surname10202              7.77
Name10203           Surname10203              7.33
Name10204           Surname10204              5.28
Name10206           Surname10206              5.39
Name10207           Surname10207              5.40
Name1021            Surname1021               8.27
Name10210           Surname10210              6.52
Name10212           Surname10212              5.63
Name10213           Surname10213              7.41
Name10215           Surname10215              6.67
Name10217           Surname10217              7.59
Name10218           Surname10218              8.29
Name10219           Surname10219              7.32
Name10221           Surname10221              7.40
Name10222           Surname10222              5.79
Name10224           Surname10224              6.37
Name10225           Surname10225              8.37
Name10228           Surname10228              7.80
Name10230           Surname10230              5.97
Name10231           Surname10231              5.81
Name10235           Surname10235              7.51
Name10238           Surname10238              6.87
Name10239           Surname10239              7.56
Name1024            Surname1024               8.35
Name10240           Surname10240              7.95
Name10242           Surname10242              6.83
Name10243           Surname10243              8.08
Name10244           Surname10244              8.21
Name10246           Surname10246              7.89
Name10247           Surname10247              7.53
Name10248           Surname10248              5.11
Name10249           Surname10249              6.31
Name1025            Surname1025               7.37
Name10254           Surname10254              5.05
Name10258           Surname10258              7.89
Name10259           Surname10259              8.01
Name10260           Surname10260              7.44
Name10261           Surname10261              6.11
Name10262           Surname10262              6.88
Name10263           Surname10263              5.65
Name10268           Surname10268              5.55
Name10269           Surname10269              6.91
Name10270           Surname10270              6.33
Name10271           Surname10271              5.73
Name10272           Surname10272              8.19
Name10274           Surname10274              7.89
Name10275           Surname10275              7.71
Name10277           Surname10277              6.20
Name10279           Surname10279              7.71
Name10282           Surname10282              6.21
Name10284           Surname10284              6.88
Name10285           Surname10285              5.61
Name10287           Surname10287              6.67
Name10289           Surname10289              5.24
Name1029            Surname1029               6.13
Name10291           Surname10291              7.61
Name10293           Surname10293              6.03
Name10295           Surname10295              6.33
Name103             Surname103                6.59
Name10302           Surname10302              5.84
Name10303           Surname10303              6.91
Name10304           Surname10304              7.99
Name10306           Surname10306              7.07
Name10307           Surname10307              6.80
Name10309           Surname10309              5.21
Name1031            Surname1031               5.69
Name10311           Surname10311              6.00
Name10312           Surname10312              5.95
Name10313           Surname10313              5.41
Name10314           Surname10314              6.04
Name10317           Surname10317              6.53
Name10319           Surname10319              7.27
Name10321           Surname10321              5.63
Name10323           Surname10323              7.25
Name10325           Surname10325              5.20
Name10326           Surname10326              5.55
Name10328           Surname10328              7.17
Name10330           Surname10330              6.77
Name10331           Surname10331              6.12
Name10332           Surname10332              6.72
Name10334           Surname10334              5.87
Name10336           Surname10336              5.76
Name10337           Surname10337              6.20
Name10338           Surname10338              6.91
Name10339           Surname10339              7.11
Name10341           Surname10341              7.57
Name10342           Surname10342              5.69
Name10343           Surname10343              6.72
Name10344           Surname10344              7.51
Name10345           Surname10345              7.33
Name10347           Surname10347              5.87
Name10348           Surname10348              5.68
Name10349           Surname10349              5.87
Name1035            Surname1035               8.75
Name10352           Surname10352              6.83
Name10353           Surname10353              6.39
