FirstName           Surname                 Final
--------------------------------------------------
Name1               Surname1                  6.52
Name1000            Surname1000               7.11
Name101             Surname101                5.13
Name102             Surname102                6.24
Name104             Surname104                5.95
Name108             Surname108                6.41
Name109             Surname109                7.59
Name11              Surname11                 7.24
Name110             Surname110                5.37
Name112             Surname112                7.45
Name115             Surname115                7.47
Name119             Surname119                6.79
Name12              Surname12                 8.43
Name120             Surname120                6.57
Name122             Surname122                5.72
Name123             Surname123                6.61
Name126             Surname126                7.75
Name127             Surname127                8.32
Name13              Surname13                 8.11
Name132             Surname132                6.91
Name134             Surname134                6.31
Name136             Surname136                7.48
Name137             Surname137                6.32
Name138             Surname138                7.07
Name139             Surname139                7.43
Name14              Surname14                 7.43
Name140             Surname140                6.93
Name143             Surname143                8.24
Name145             Surname145                5.97
Name146             Surname146                7.73
Name149             Surname149                6.25
Name150             Surname150                6.60
Name151             Surname151                5.89
Name153             Surname153                6.49
Name155             Surname155                7.35
Name157             Surname157                5.92
Name158             Surname158                5.40
Name159             Surname159                5.01
Name16              Surname16                 5.76
Name161             Surname161                7.32
Name164             Surname164                7.35
Name167             Surname167                7.17
Name168             Surname168                5.16
Name169             Surname169                7.15
Name17              Surname17                 8.35
Name170             Surname170                5.80
Name171             Surname171                6.41
Name174             Surname174                7.77
Name175             Surname175                6.01
Name176             Surname176                5.76
Name177             Surname177                8.33
Name179             Surname179                7.00
Name182             Surname182                6.05
Name185             Surname185                5.73
Name186             Surname186                8.43
Name188             Surname188                8.08
Name189             Surname189                6.93
Name190             Surname190                6.08
Name191             Surname191                7.69
Name196             Surname196                5.87
Name197             Surname197                6.12
Name198             Surname198                5.13
Name199             Surname199                8.12
Name2               Surname2                  8.40
Name200             Surname200                7.87
Name203             Surname203                6.95
Name204             Surname204                5.51
Name209             Surname209                6.80
Name21              Surname21                 7.51
Name211             Surname211                6.57
Name213             Surname213                5.20
Name215             Surname215                5.21
Name217             Surname217                5.04
Name218             Surname218                6.39
Name222             Surname222                5.44
Name223             Surname223                7.80
Name226             Surname226                6.31
Name227             Surname227                6.91
Name228             Surname228                8.32
Name229             Surname229                8.20
Name23              Surname23                 5.15
Name233             Surname233                7.04
Name234             Surname234                5.19
Name235             Surname235                5.61
Name237             Surname237                7.83
Name238             Surname238                5.95
Name242             Surname242                8.05
Name243             Surname243                5.43
Name244             Surname244                6.31
Name245             Surname245                6.08
Name246             Surname246                5.57
Name248             Surname248                6.77
Name249             Surname249                7.92
Name25              Surname25                 5.53
Name251             Surname251                7.07
Name252             Surname252                5.72
Name253             Surname253                6.16
Name254             Surname254                6.83
Name255             Surname255                6.88
Name256             Surname256                8.56
Name257             Surname257                6.60
Name258             Surname258                5.52
Name26              Surname26                 6.49
Name260             Surname260                6.69
Name262             Surname262                5.76
