FirstName           Surname                 Final
--------------------------------------------------
Name1               Surname1                  3.47
Name1001            Surname1001               4.56
Name1004            Surname1004               4.37
Name1006            Surname1006               4.09
Name1007            Surname1007               2.87
Name1009            Surname1009               4.40
Name1011            Surname1011               3.40
Name1016            Surname1016               4.15
Name1017            Surname1017               2.55
Name102             Surname102                4.67
Name1021            Surname1021               4.61
Name1022            Surname1022               4.79
Name1025            Surname1025               3.77
Name1027            Surname1027               3.20
Name1029            Surname1029               3.57
Name103             Surname103                2.89
Name1034            Surname1034               4.23
Name1036            Surname1036               3.68
Name1039            Surname1039               2.25
Name1040            Surname1040               4.04
Name1049            Surname1049               2.71
Name105             Surname105                4.31
Name1050            Surname1050               3.35
Name1052            Surname1052               2.23
Name1058            Surname1058               4.84
Name1060            Surname1060               4.71
Name1061            Surname1061               2.79
Name1063            Surname1063               3.69
Name1067            Surname1067               4.43
Name1069            Surname1069               3.49
Name107             Surname107                4.36
Name1070            Surname1070               4.15
Name1071            Surname1071               4.40
Name1072            Surname1072               3.83
Name1075            Surname1075               3.44
Name1076            Surname1076               2.81
Name1078            Surname1078               3.93
Name1079            Surname1079               4.61
Name1081            Surname1081               2.39
Name1086            Surname1086               2.72
Name109             Surname109                4.75
Name1091            Surname1091               3.92
Name1094            Surname1094               4.35
Name1096            Surname1096               3.31
Name1097            Surname1097               3.55
Name1098            Surname1098               4.67
Name110             Surname110                2.84
Name1101            Surname1101               4.35
Name1104            Surname1104               4.17
Name1108            Surname1108               4.53
Name1110            Surname1110               3.31
Name1111            Surname1111               4.61
Name1114            Surname1114               3.13
Name1115            Surname1115               2.25
Name1118            Surname1118               2.95
Name1120            Surname1120               2.56
Name1123            Surname1123               4.64
Name1124            Surname1124               3.00
Name1125            Surname1125               4.11
Name1126            Surname1126               3.01
Name1127            Surname1127               3.56
Name1128            Surname1128               4.04
Name113             Surname113                2.95
Name1130            Surname1130               3.63
Name1144            Surname1144               3.63
Name1145            Surname1145               4.12
Name1146            Surname1146               4.23
Name1147            Surname1147               3.27
Name115             Surname115                4.13
Name1150            Surname1150               4.11
Name1152            Surname1152               3.75
Name1153            Surname1153               4.72
Name1159            Surname1159               2.63
Name1160            Surname1160               3.88
Name1161            Surname1161               2.65
Name1163            Surname1163               4.96
Name1164            Surname1164               4.57
Name1165            Surname1165               3.77
Name1166            Surname1166               3.20
Name1167            Surname1167               3.72
Name117             Surname117                3.93
Name1170            Surname1170               2.84
Name1171            Surname1171               2.91
Name1172            Surname1172               4.67
Name1173            Surname1173               4.43
Name1178            Surname1178               2.81
Name1179            Surname1179               4.33
Name118             Surname118                3.77
Name1182            Surname1182               4.88
Name1184            Surname1184               4.29
Name1187            Surname1187               3.64
Name1188            Surname1188               4.69
Name1190            Surname1190               2.71
Name1192            Surname1192               2.68
Name1198            Surname1198               4.20
Name1200            Surname1200               3.91
Name1201            Surname1201               4.09
Name1207            Surname1207               4.83
Name1208            Surname1208               2.55
Name121             Surname121                2.71
Name1210            Surname1210               4.60
Name1218            Surname1218               2.95
Name1219            Surname1219               3.75
Name122             Surname122                3.49
Name1220            Surname1220               4.03
Name1222            Surname1222               3.85
Name1223            Surname1223               2.99
Name1226            Surname1226               2.57
Name1227            Surname1227               4.35
Name1228            Surname1228               4.76
Name1231            Surname1231               4.56
Name1239            Surname1239               4.29
Name1241            Surname1241               3.64
Name1245            Surname1245               3.31
Name1249            Surname1249               3.83
Name1251            Surname1251               4.11
Name1252            Surname1252               2.17
Name1253            Surname1253               4.35
Name1255            Surname1255               3.33
Name1261            Surname1261               4.69
Name1262            Surname1262               2.73
Name1263            Surname1263               3.88
Name1268            Surname1268               2.89
Name127             Surname127                4.04
Name1271            Surname1271               4.25
Name1276            Surname1276               2.33
Name1277            Surname1277               4.09
Name128             Surname128                4.01
Name1281            Surname1281               2.79
Name1283            Surname1283               3.08
Name1285            Surname1285               4.59
Name1286            Surname1286               4.64
Name129             Surname129                2.87
Name1294            Surname1294               3.63
Name1295            Surname1295               4.69
Name1297            Surname1297               2.49
Name130             Surname130                4.36
Name1302            Surname1302               4.77
Name1305            Surname1305               4.01
Name1306            Surname1306               3.51
Name1309            Surname1309               3.87
Name1311            Surname1311               4.16
Name1317            Surname1317               3.97
Name1318            Surname1318               3.40
Name1320            Surname1320               3.07
Name1321            Surname1321               3.47
Name1325            Surname1325               3.57
Name1326            Surname1326               3.83
Name1327            Surname1327               4.59
Name133             Surname133                4.35
Name1331            Surname1331               3.47
Name1333            Surname1333               4.40
Name1335            Surname1335               2.52
Name1336            Surname1336               3.96
Name1341            Surname1341               3.55
Name1343            Surname1343               2.92
Name1344            Surname1344               4.73
Name1348            Surname1348               3.99
Name1349            Surname1349               4.95
Name1351            Surname1351               2.68
Name1356            Surname1356               3.51
Name1357            Surname1357               3.93
Name136             Surname136                4.92
Name1362            Surname1362               2.55
Name1363            Surname1363               4.20
Name1366            Surname1366               2.55
Name1370            Surname1370               3.44
Name1372            Surname1372               4.71
Name1383            Surname1383               4.33
Name1387            Surname1387               4.83
Name1388            Surname1388               4.17
Name1390            Surname1390               4.89
Name1393            Surname1393               2.07
Name1395            Surname1395               3.11
Name1396            Surname1396               3.64
Name1397            Surname1397               3.20
Name1399            Surname1399               4.96
Name14              Surname14                 3.88
Name1402            Surname1402               3.03
Name1405            Surname1405               3.75
Name1411            Surname1411               2.76
Name1414            Surname1414               3.36
Name1418            Surname1418               4.43
Name142             Surname142                3.81
Name1420            Surname1420               3.36
Name1421            Surname1421               3.33
Name1422            Surname1422               4.59
Name1423            Surname1423               4.69
Name1425            Surname1425               2.31
Name1428            Surname1428               3.12
Name1429            Surname1429               3.95
Name143             Surname143                4.16
Name1433            Surname1433               3.75
Name1435            Surname1435               4.43
Name1436            Surname1436               4.29
Name1437            Surname1437               3.03
Name1438            Surname1438               3.83
Name1439            Surname1439               3.97
Name144             Surname144                3.67
Name1440            Surname1440               3.28
Name1443            Surname1443               3.65
Name1444            Surname1444               4.72
Name1445            Surname1445               3.00
Name1447            Surname1447               4.20
Name1450            Surname1450               3.79
Name1452            Surname1452               3.44
Name1454            Surname1454               3.83
Name1455            Surname1455               3.40
Name1456            Surname1456               2.71
Name1459            Surname1459               3.55
Name146             Surname146                4.64
Name1460            Surname1460               2.89
Name1463            Surname1463               3.19
Name1469            Surname1469               3.52
Name1470            Surname1470               3.83
Name1473            Surname1473               3.91
Name1478            Surname1478               4.97
Name1479            Surname1479               4.04
Name148             Surname148                3.77
Name1481            Surname1481               3.21
Name1484            Surname1484               3.56
Name1487            Surname1487               4.43
Name1488            Surname1488               4.57
Name149             Surname149                4.35
Name1490            Surname1490               4.31
Name1494            Surname1494               4.37
Name1495            Surname1495               3.68
Name1496            Surname1496               3.45
Name1497            Surname1497               3.04
Name150             Surname150                4.00
Name1500            Surname1500               2.41
Name1501            Surname1501               3.44
Name1502            Surname1502               4.57
Name1503            Surname1503               3.39
Name1504            Surname1504               2.68
Name1505            Surname1505               2.96
Name1508            Surname1508               2.92
Name1510            Surname1510               2.52
Name1512            Surname1512               4.36
Name1516            Surname1516               3.20
Name1517            Surname1517               3.80
Name1519            Surname1519               4.87
Name1522            Surname1522               3.41
Name1523            Surname1523               4.28
Name1524            Surname1524               4.64
Name1525            Surname1525               4.37
Name1527            Surname1527               3.07
Name153             Surname153                4.67
Name1531            Surname1531               4.64
Name1536            Surname1536               4.08
Name1537            Surname1537               4.49
Name1538            Surname1538               4.48
Name1539            Surname1539               3.39
Name154             Surname154                2.79
Name1543            Surname1543               2.85
Name1546            Surname1546               3.80
Name1547            Surname1547               2.79
Name1548            Surname1548               3.55
Name1549            Surname1549               3.44
Name155             Surname155                3.91
Name1552            Surname1552               3.15
Name1558            Surname1558               4.92
Name1560            Surname1560               2.71
Name1561            Surname1561               4.97
Name1568            Surname1568               3.91
Name1570            Surname1570               3.95
Name1574            Surname1574               4.43
Name1576            Surname1576               2.60
Name1578            Surname1578               4.56
Name158             Surname158                4.75
Name1580            Surname1580               4.97
Name1581            Surname1581               3.68
Name1585            Surname1585               3.59
Name1588            Surname1588               3.17
Name1589            Surname1589               3.73
Name159             Surname159                3.80
Name1592            Surname1592               3.75
Name1595            Surname1595               4.63
Name1598            Surname1598               2.73
Name1605            Surname1605               3.57
Name1606            Surname1606               3.77
Name1607            Surname1607               3.69
Name1608            Surname1608               4.89
Name161             Surname161                4.25
Name1610            Surname1610               3.20
Name1611            Surname1611               2.68
Name1612            Surname1612               4.61
Name1614            Surname1614               3.17
Name1617            Surname1617               4.07
Name162             Surname162                4.88
Name1622            Surname1622               3.96
Name1623            Surname1623               3.12
Name1627            Surname1627               4.53
Name1629            Surname1629               4.40
Name163             Surname163                3.52
Name1630            Surname1630               4.69
Name1633            Surname1633               4.29
Name1637            Surname1637               4.69
Name1639            Surname1639               3.37
Name1642            Surname1642               3.80
Name1646            Surname1646               3.91
Name1649            Surname1649               4.85
Name1651            Surname1651               4.00
Name1656            Surname1656               4.61
Name1657            Surname1657               2.57
Name1658            Surname1658               4.64
Name1660            Surname1660               3.31
Name1662            Surname1662               4.00
Name1664            Surname1664               3.20
Name1666            Surname1666               3.63
Name1667            Surname1667               3.47
Name167             Surname167                4.09
Name1670            Surname1670               3.80
Name1672            Surname1672               4.01
Name1674            Surname1674               3.31
Name1676            Surname1676               2.36
Name168             Surname168                3.15
Name1683            Surname1683               3.91
Name1685            Surname1685               4.69
Name1690            Surname1690               4.48
Name1695            Surname1695               3.77
Name1696            Surname1696               4.92
Name1697            Surname1697               3.33
Name17              Surname17                 4.31
Name170             Surname170                4.87
Name1701            Surname1701               3.40
Name1705            Surname1705               2.60
Name1706            Surname1706               3.39
Name1707            Surname1707               2.71
Name1709            Surname1709               2.44
Name1711            Surname1711               4.89
Name1712            Surname1712               3.01
Name1714            Surname1714               4.23
Name1715            Surname1715               4.00
Name1717            Surname1717               4.52
Name1720            Surname1720               4.45
Name1723            Surname1723               3.80
Name1724            Surname1724               3.61
Name1725            Surname1725               2.97
Name173             Surname173                3.72
Name1731            Surname1731               2.71
Name1733            Surname1733               3.25
Name1734            Surname1734               2.95
Name1737            Surname1737               4.28
Name1739            Surname1739               4.37
Name174             Surname174                3.08
Name1747            Surname1747               3.56
Name1749            Surname1749               4.60
Name175             Surname175                2.93
Name1751            Surname1751               2.87
Name1754            Surname1754               3.29
Name1758            Surname1758               2.92
Name1764            Surname1764               3.88
Name1768            Surname1768               2.76
Name1769            Surname1769               4.71
Name177             Surname177                3.75
Name1772            Surname1772               3.36
Name1773            Surname1773               4.56
Name1775            Surname1775               4.45
Name1776            Surname1776               3.52
Name178             Surname178                4.19
Name1780            Surname1780               3.83
Name1781            Surname1781               2.73
Name1782            Surname1782               2.97
Name1789            Surname1789               4.15
Name179             Surname179                3.07
Name1794            Surname1794               3.60
Name1796            Surname1796               3.59
Name1798            Surname1798               4.04
Name18              Surname18                 4.43
Name1802            Surname1802               3.41
Name1803            Surname1803               3.52
Name1805            Surname1805               4.43
Name1806            Surname1806               2.95
Name1807            Surname1807               4.31
Name1808            Surname1808               4.88
Name181             Surname181                3.75
Name1810            Surname1810               3.99
Name1811            Surname1811               2.68
Name1812            Surname1812               2.44
Name1819            Surname1819               3.65
Name182             Surname182                3.05
Name1820            Surname1820               2.97
Name1821            Surname1821               2.89
Name1824            Surname1824               2.97
Name1825            Surname1825               2.07
Name1826            Surname1826               4.07
Name1827            Surname1827               3.15
Name1829            Surname1829               4.77
Name1830            Surname1830               3.93
