FirstName           Surname                 Final
--------------------------------------------------
Name1               Surname1                  4.53
Name10              Surname10                 2.68
Name10000           Surname10000              4.81
Name100000          Surname100000             3.25
Name10004           Surname10004              4.72
Name10005           Surname10005              3.85
Name10006           Surname10006              4.20
Name10008           Surname10008              4.68
Name10011           Surname10011              3.05
Name10013           Surname10013              2.04
Name10014           Surname10014              4.95
Name10016           Surname10016              4.81
Name10017           Surname10017              4.67
Name10019           Surname10019              3.97
Name1002            Surname1002               4.09
Name10023           Surname10023              4.61
Name10025           Surname10025              2.73
Name10027           Surname10027              4.41
Name10028           Surname10028              4.91
Name10029           Surname10029              3.80
Name1003            Surname1003               3.33
Name10032           Surname10032              3.83
Name10033           Surname10033              2.65
Name10035           Surname10035              4.79
Name10037           Surname10037              3.57
Name10039           Surname10039              3.71
Name10043           Surname10043              4.15
Name10044           Surname10044              4.48
Name10045           Surname10045              2.63
Name10046           Surname10046              4.69
Name10047           Surname10047              4.40
Name10049           Surname10049              4.95
Name1005            Surname1005               3.00
Name10050           Surname10050              3.23
Name10052           Surname10052              4.16
Name10056           Surname10056              3.17
Name10057           Surname10057              2.73
Name10062           Surname10062              3.32
Name10066           Surname10066              3.11
Name10067           Surname10067              3.83
Name10068           Surname10068              3.93
Name1007            Surname1007               3.33
Name10070           Surname10070              2.76
Name10074           Surname10074              4.85
Name10075           Surname10075              4.40
Name10076           Surname10076              2.61
Name10077           Surname10077              4.04
Name10083           Surname10083              4.53
Name10090           Surname10090              3.44
Name10091           Surname10091              4.27
Name10093           Surname10093              3.41
Name10095           Surname10095              4.36
Name10096           Surname10096              4.19
Name10097           Surname10097              4.21
Name10098           Surname10098              3.44
Name10099           Surname10099              2.55
Name101             Surname101                3.83
Name10100           Surname10100              3.83
Name10104           Surname10104              4.23
Name10106           Surname10106              4.32
Name10107           Surname10107              4.43
Name10108           Surname10108              4.27
Name10111           Surname10111              3.52
Name10113           Surname10113              2.79
Name10116           Surname10116              2.91
Name10118           Surname10118              2.57
Name10120           Surname10120              4.75
Name10121           Surname10121              3.57
Name10122           Surname10122              3.85
Name10125           Surname10125              3.59
Name10126           Surname10126              4.87
Name10127           Surname10127              3.91
Name10128           Surname10128              4.07
Name10130           Surname10130              3.60
Name10134           Surname10134              4.47
Name10135           Surname10135              3.79
Name10139           Surname10139              3.96
Name10142           Surname10142              3.16
Name10145           Surname10145              4.25
Name10147           Surname10147              2.63
Name10152           Surname10152              3.27
Name10153           Surname10153              4.39
Name10154           Surname10154              4.36
Name10155           Surname10155              4.72
Name10156           Surname10156              4.64
Name10157           Surname10157              3.25
Name1016            Surname1016               3.75
Name10161           Surname10161              2.73
Name10164           Surname10164              2.92
Name10165           Surname10165              3.85
Name10166           Surname10166              4.52
Name10167           Surname10167              3.00
Name10176           Surname10176              4.15
Name10177           Surname10177              2.97
Name10179           Surname10179              4.77
Name1018            Surname1018               4.72
Name10182           Surname10182              4.59
Name10183           Surname10183              3.93
Name10188           Surname10188              4.72
Name1019            Surname1019               4.53
Name10190           Surname10190              2.57
Name10191           Surname10191              4.72
Name10195           Surname10195              3.67
Name10197           Surname10197              4.59
Name10200           Surname10200              3.36
Name10205           Surname10205              3.44
